index,URL,Topic Score,Labels
0,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73401823_425688571667337_6601403187733261827_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=490c3f2253eb68540557b06343fb8d18&oe=5E6955D6,"0.238*""marin"" + 0.161*""organ"" + 0.116*""water"" + 0.109*""biolog"" + 0.089*""mammal"" + 0.080*""photographi"" + 0.033*""blue"" + 0.030*""plant"" + 0.026*""vehicl"" + 0.018*""rock""",Rays and skates Fish Underwater Water Manta ray Organism Marine biology Stingray Cartilaginous fish Skate
1,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/69836734_167000641043787_2697821708383977258_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=1a77585017d745ae23a07956782c8d76&oe=5E5984BE,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Photography
2,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e15/75516647_804932756631596_4782417868530061003_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=61d65904f637273e3de7de52fc1ff4a7&oe=5E6FCD87,"0.182*""mountain"" + 0.149*""landscap"" + 0.133*""natur"" + 0.100*""geolog"" + 0.094*""landform"" + 0.083*""phenomenon"" + 0.035*""atmospher"" + 0.032*""peopl"" + 0.028*""rock"" + 0.025*""cloud""",Badlands Mountainous landforms Sky Nature Mountain Rock Formation Cloud Wilderness Geology
3,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75214681_431073127793880_9119515217875748614_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=143c538fe847fcb42cab66667a47351d&oe=5E58384E,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Rock Tourism Landscape National park
4,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74496193_430215351025490_4168437098329671307_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=fbbcfce952462955138831fd6dbca8a3&oe=5E51D6DA,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",People Community Yellow Tradition Event Temple Tourism Adaptation Sari Smile
5,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73546053_164166418006535_1106117977828097083_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=dffdda2c66127a2118c4908c34ba6501&oe=5E6911B1,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Water Photograph Sky Sea Skin Beauty Ocean Vacation Summer Cloud
6,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74666124_2404855259774372_3315970708196947688_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=a9d77cdf2d8ca44e169a3be2f15ed8a5&oe=5E833D98,"0.236*""natur"" + 0.097*""grass"" + 0.093*""landscap"" + 0.081*""environ"" + 0.077*""tree"" + 0.053*""plant"" + 0.042*""water"" + 0.038*""ocean"" + 0.035*""green"" + 0.032*""photographi""",People in nature Grassland Natural landscape Standing Grass Grass family Ecoregion Sky Field Photography
7,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72847525_500722273988767_3779911754686010127_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=747425265fbc201c3e7b8c49d48e8049&oe=5E8B27CC,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Plumbing fixture Tile Plumbing Shower
8,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/72653623_422236668420592_6912429139283897555_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=5790fb8568ceecb78e6ced9f1a562d01&oe=5E667268,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Event Temple
9,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75252718_275774573321433_4426133125879599699_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=954ced245dff2ff6916cb25dc47b3736&oe=5E6B79A5,"0.163*""mountain"" + 0.135*""atmospher"" + 0.080*""phenomenon"" + 0.079*""natur"" + 0.062*""landform"" + 0.057*""tree"" + 0.051*""cloud"" + 0.050*""grass"" + 0.044*""plant"" + 0.038*""landscap""",Sky Nature Mountainous landforms Mountain Reflection Light Rock Atmospheric phenomenon Night Atmosphere
10,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75419809_2497647547133654_1529396543969549835_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=f3e495d8c2efa8a07ab4cf65d8ae9442&oe=5E5104B7,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Temple Adaptation World
11,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74713841_796747984090292_99550008857750687_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=f1f78a6acc06fd5a1ed29aa96307eddc&oe=5E69FAFA,"0.189*""natur"" + 0.167*""water"" + 0.098*""landscap"" + 0.069*""blue"" + 0.053*""cloud"" + 0.050*""mountain"" + 0.038*""atmospher"" + 0.027*""photographi"" + 0.025*""vehicl"" + 0.023*""environ""",Sky Nature Water Green Natural landscape Cloud Horizon Sea Sound Water resources
12,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73137155_100643104709587_1328046451567791634_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=a82bd9203b51c303472be9e28f071185&oe=5E67D6BD,"0.170*""water"" + 0.132*""tree"" + 0.093*""plant"" + 0.092*""phenomenon"" + 0.065*""geolog"" + 0.058*""mountain"" + 0.048*""natur"" + 0.041*""atmospher"" + 0.041*""photographi"" + 0.041*""landscap""",Water Tree Landscape Night Geological phenomenon Watercourse Mountain Plant City
13,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75419807_226270278363485_9001863798283066018_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=d319ea572d537d335b73daed4c87d9c0&oe=5E6873A6,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Water transportation Harbor Boat Vehicle Fishing vessel Port Transport Water Marina Watercraft
14,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72999996_123245365781006_5399948343626336083_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=aad3a73e977cc6d50ed8387c61ba6a67&oe=5E56FA81,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Lion Wildlife Masai lion Big cats Felidae Sky Tree Adaptation Landscape Savanna
15,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73470479_498515747415907_7566343388054851046_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=4c701b2af8204cac58fd04861b2a8b01&oe=5E6EF6B3,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Wilderness Tree Botany Soil Grass family Grass Plant Gardener Spring Garden
16,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73524873_165211074563089_7996976285211762353_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=93c8f2f32d42d97bf8cc321e1c51cc92&oe=5E578C9F,"0.183*""plant"" + 0.158*""tree"" + 0.098*""night"" + 0.070*""rock"" + 0.060*""light"" + 0.054*""blue"" + 0.052*""water"" + 0.048*""green"" + 0.034*""photographi"" + 0.030*""landscap""",Tree Sky Blue Woody plant Plant Night Branch Trunk Electric blue Midnight
17,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75311724_143760720260814_3090049339357191194_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=235a1d2345935f6b124c96745b56d77a&oe=5E892863,"0.515*""photographi"" + 0.143*""room"" + 0.065*""human"" + 0.053*""sit"" + 0.037*""cloud"" + 0.032*""water"" + 0.023*""tree"" + 0.017*""architectur"" + 0.015*""organ"" + 0.014*""light""",People in nature Photograph Black Blackandwhite Photography Male Monochrome photography Rock Arm Human
18,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75265143_438622817034285_5208185565625202041_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=ca0050f10599ed57a8cc23dd2013caa8&oe=5E57CBB0,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Reflection Water Reflecting pool Architecture Symmetry River Water feature
19,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75164047_516938772190740_6128453915994548853_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=102c8da20e842c0152977a610b5d5b35&oe=5E840A76,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Lady Beauty Lip Fashion Photo shoot Arm Shoulder Flash photography Model Photography
20,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71252953_269641380640975_1530200828605952406_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=75ba7a5b1d65a778cd9778dcc251f39a&oe=5E6CF80B,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Visual effect lighting Technology Display device Electronic device
21,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75362568_2151010905208852_6672783430571309361_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=7aa254d7250b5fc6136f431a18832a6a&oe=5E513DB9,"0.218*""wildlif"" + 0.148*""anim"" + 0.140*""vertebr"" + 0.124*""terrestri"" + 0.107*""mammal"" + 0.056*""organ"" + 0.051*""snout"" + 0.045*""adapt"" + 0.036*""plant"" + 0.020*""tree""",Tiger Wildlife Vertebrate Bengal tiger Siberian tiger Mammal Felidae Whiskers Water Terrestrial animal
22,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75467470_2440022402878157_4630967425212882912_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=b03dbdcddee653ec17893556c17acbb5&oe=5E899B96,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Wave Ocean Surfing Equipment Surfing Sea Surfboard Coast Wind wave Boardsport Tide
23,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75362605_2418602144929764_4141426356224422886_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=f78edc37acddc4d0f64b5a30d4834312&oe=5E522B38,"0.170*""water"" + 0.132*""tree"" + 0.093*""plant"" + 0.092*""phenomenon"" + 0.065*""geolog"" + 0.058*""mountain"" + 0.048*""natur"" + 0.041*""atmospher"" + 0.041*""photographi"" + 0.041*""landscap""",Water Nature Blackandwhite Atmospheric phenomenon Monochrome photography Monochrome Tree Rock Geological phenomenon Winter
24,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74601610_2503581456585940_8030276613916836873_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=d17ee66711e3474da49baf708daa5236&oe=5E4B9A03,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Army Soldier Military Military uniform Troop Military organization Infantry Military person Marines Military camouflage
25,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71818351_160788365021560_749227116238562564_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=b57678e478a90fbb5046f045d1fa77a9&oe=5E8C4BF4,"0.235*""mountain"" + 0.140*""blue"" + 0.098*""landform"" + 0.081*""cloud"" + 0.066*""atmospher"" + 0.061*""horizon"" + 0.046*""phenomenon"" + 0.044*""room"" + 0.033*""tourism"" + 0.030*""adapt""",Arctic Glacial landform Natural environment Tundra Glacier Wildlife Snow Ice cap Mountain Arctic ocean
26,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/72487122_811573645942123_314077990233670713_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=830fc46b5b728fa359661106d927d4f4&oe=5E85F06D,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Face Facial expression Wrinkle Forehead Skin Head Chin Human Male Cheek
27,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/71790106_157169465505654_6780401154345759284_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=1ac515fa8c8ae62d44a71d1d7b7d19bb&oe=5E4A9B97,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Design Textile Colorfulness Pattern Photography Crowd
28,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75200972_573140100109387_4956743076932054262_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=dec38f53f6742ea4f1e6e60eb743d09b&oe=5E82810F,"0.235*""mountain"" + 0.140*""blue"" + 0.098*""landform"" + 0.081*""cloud"" + 0.066*""atmospher"" + 0.061*""horizon"" + 0.046*""phenomenon"" + 0.044*""room"" + 0.033*""tourism"" + 0.030*""adapt""",Hair Face Beauty Lip Lady Hairstyle Smile Eyebrow Brown hair Chin
29,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75564104_180075649795336_1285235328172337515_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=4313525f32cf656da6cfec9347dc182f&oe=5E6A3A1F,"0.218*""wildlif"" + 0.148*""anim"" + 0.140*""vertebr"" + 0.124*""terrestri"" + 0.107*""mammal"" + 0.056*""organ"" + 0.051*""snout"" + 0.045*""adapt"" + 0.036*""plant"" + 0.020*""tree""",Mammal Hyena Vertebrate Wildlife Terrestrial animal Spotted hyena Carnivore Snout Savanna Felidae
30,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73512759_417736435832700_544136978215684659_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=bc91b410c04e5867ef86319ae6bb35fa&oe=5E4E9FAE,"0.151*""light"" + 0.135*""cloud"" + 0.105*""natur"" + 0.083*""horizon"" + 0.080*""landscap"" + 0.066*""water"" + 0.065*""ocean"" + 0.047*""rock"" + 0.040*""smile"" + 0.039*""vacat""",Sky Nature Horizon Atmosphere Atmospheric phenomenon Freezing Light Winter Morning Evening
31,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73456030_143089890429770_8255078754950997476_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=102&oh=f13eb730bdb9648c3ced7dc146e7497e&oe=5E49E9B8,"0.235*""mountain"" + 0.140*""blue"" + 0.098*""landform"" + 0.081*""cloud"" + 0.066*""atmospher"" + 0.061*""horizon"" + 0.046*""phenomenon"" + 0.044*""room"" + 0.033*""tourism"" + 0.030*""adapt""",Night
32,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73175800_417598462245831_1966783476822115034_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=1a7972e4bb80e9498235255e4053afc4&oe=5E6BECC9,"0.183*""plant"" + 0.158*""tree"" + 0.098*""night"" + 0.070*""rock"" + 0.060*""light"" + 0.054*""blue"" + 0.052*""water"" + 0.048*""green"" + 0.034*""photographi"" + 0.030*""landscap""",Sky Water Blue Sea Atmosphere Cloud Ocean Horizon Rock Tree
33,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/72655088_983597518659823_10435348701751300_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=59b35525e36939114d63783b5968a8e5&oe=5E86CADD,"0.515*""photographi"" + 0.143*""room"" + 0.065*""human"" + 0.053*""sit"" + 0.037*""cloud"" + 0.032*""water"" + 0.023*""tree"" + 0.017*""architectur"" + 0.015*""organ"" + 0.014*""light""",Sky Cloud White Black Blackandwhite Nature Monochrome photography Monochrome Water Natural landscape
34,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75430300_1758476397630411_1881686645357759242_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=70d05c6128fe8851da386726f513d346&oe=5E6E408A,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Yellow Sky Sand Dune Landscape Heat Aeolian landform
35,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73124642_144615920154827_4785967822852887514_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=111&oh=da1fdbf66e64cbdd1fcd8572d0f95fc7&oe=5E87B1ED,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Design Room Photography Material property Technology Architecture Blackandwhite Collage Interior design Art
36,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72764821_164560001301409_2982205866872606018_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=e7275a30730bca35e56df9f201f8eb01&oe=5E66FAA6,"0.235*""mountain"" + 0.140*""blue"" + 0.098*""landform"" + 0.081*""cloud"" + 0.066*""atmospher"" + 0.061*""horizon"" + 0.046*""phenomenon"" + 0.044*""room"" + 0.033*""tourism"" + 0.030*""adapt""",Room Photography Sitting
37,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72847784_2126882097621123_7519182217883505852_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=b3b672ef6ad6eb1dd501adf651c9fa43&oe=5E587519,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Art
38,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74342699_450996895556348_3890485311583142168_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=108&oh=73a2b3faa8883aa26e336bdface688ce&oe=5E4C41EB,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",People Green Product Social group Crowd Event Youth Cheering Performance Audience
39,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75588005_201826714167342_7518377277440458473_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=ce77bbbdb24c01a489a075156ab243df&oe=5E6F2556,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Soldier Military organization Military Army Military camouflage Infantry Troop Design Marines Military uniform
40,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74334531_2549692205097029_638382331640894788_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=b698a5789b5f3c09feeb4ec99315d075&oe=5E8C6BAA,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Electricity Urban area Transport Mode of transport Town Sky Cooling tower Electrical supply Vehicle City
41,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73280694_2366784470058006_2686041795314514135_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=e531ed4871e64e1bc6ec265e44de15e2&oe=5E4C9AB9,"0.235*""mountain"" + 0.140*""blue"" + 0.098*""landform"" + 0.081*""cloud"" + 0.066*""atmospher"" + 0.061*""horizon"" + 0.046*""phenomenon"" + 0.044*""room"" + 0.033*""tourism"" + 0.030*""adapt""",Night Tree Statue Sculpture Tourism City Tower Temple Town square Leisure
42,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71281012_532183477621275_4516718748813296818_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=3fce811e4e43521a9676a59547038938&oe=5E6C686A,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Mammal Vertebrate Dog Canidae Carnivore Dog breed Hunting dog Wildlife Sporting Group
43,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72568615_162473488177822_8471866297860239850_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=110&oh=b01964f36f911a8277ac947ae9759113&oe=5E506043,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Face Black Darkness Beauty Head Lady Portrait Nose Eye Flash photography
44,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73258830_703254313505475_7393939699623756699_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=103&oh=ead09a2549297b8f4ea5e46b976ba1c0&oe=5E6E5DD6,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Sky Daytime Blue Cloud Atmosphere Azure Horizon Ice Calm Ice cap
45,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74366282_156106058936281_1946125741511833075_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=10e5d0f232c790798488579465e41b9e&oe=5E50155D,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Sky House Property Home Coast Sea Architecture Ocean Building Coastal and oceanic landforms
46,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/74713837_498098684114388_2737432059279257193_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=e1634ca7d968884e485be0c7300cd194&oe=5E827A8C,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Yellow Rock Wood Formation Adventure Badlands Tree Extreme sport Climbing Cliff
47,https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73475370_1125440290990641_1909970589940625165_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=109&oh=c25f7c5250ced4918809bcbbd46965c9&oe=5E70C7DD,"0.117*""sit"" + 0.101*""night"" + 0.100*""leisur"" + 0.080*""photographi"" + 0.078*""smile"" + 0.068*""water"" + 0.052*""architectur"" + 0.048*""adapt"" + 0.037*""human"" + 0.032*""vacat""",Wildlife Elk Reindeer Antler Barren ground Caribou Deer Horn Morning Sky Organism
